x1,x2
10.955956214761963,11.055343395265023
10.907087994255532,10.9584108790135
11.257277028614602,10.98014823237752
10.648786332853621,11.007482308022425
11.260311666898305,11.211382886498198
10.64370245290439,10.76211089150937
11.103593746372898,10.83905879757381
11.306786086167362,11.014578020141313
10.971007804997887,10.950794505692683
11.207993755899556,10.878353380168862
11.099020034170296,10.875405552438316
10.805796919759485,11.277169175514288
11.156326509260756,10.969621892052388
14.533430154386158,8.066489527493713
14.96728498180426,8.11309482722658
15.010964752449942,7.987726149513512
14.946116315759747,8.071350364115498
14.726458125596066,7.95217150642083
14.576188704391697,7.953032560452359
15.170433453393713,8.127908851736791
15.01815027339366,8.079387754006168
14.886745857093805,7.888189218892467
15.118592840469192,7.99134674617985
15.17682258978935,8.089313226975122
14.884455992282101,7.964209906754438
14.985270810994777,8.438253284238492
14.960425278211005,8.090658368188848
15.016953598510307,7.91930600647584
14.855562862031586,7.874243841579515
15.168089182508483,7.826743601782477
14.890294265987707,8.14956097127018
14.858487735139903,7.789388824555347
15.06127889460924,7.911160606163768
14.866003260639335,8.099046739101645
15.276821277793825,7.830455776512429
14.992045124580503,7.548948760445079
14.911162528019842,8.405204530505028
14.851942592095469,7.621744761124458
15.293539445526008,7.626769789572225
15.046852930053928,7.966870256478689
15.115769706835943,8.093883349584258
14.944154711867071,7.87161371072906
15.165159220377397,8.223562335777395
14.884310076372408,7.724879520255413
14.84011706976938,7.936917605562723
15.231031577002714,8.02404209708563
14.651007226855823,7.754933833652589
14.668262388523551,8.199633339130186
14.972974863152302,8.068906144024696
14.723124756374352,8.162786509596067
14.825154589378108,7.878457642930399
15.02320594807307,7.667258938694511
14.998844783394746,7.899429187660733
16.74288475686386,5.925063950954131
16.767669875614516,6.031809332764483
17.183898219102794,6.051917469835957
16.632246266741962,6.0023571145258545
16.826858690161178,5.86869554148477
16.74558107335341,6.274340756399391
16.991930323269155,5.915254873724949
16.675452696336098,5.95045582814429
16.78961930861379,5.86370876513005
17.256256906600807,6.093235159413965
17.111723302472214,5.758032834163537
16.98783864380517,6.104606987918518
16.988147842571202,6.24313299063018
17.02649008173763,6.299003558091554
16.93393630912431,5.957447524991687
17.012696060933273,6.434900540402396
17.031308190961997,6.025305593137899
17.013065579156745,5.613968638035732
17.06238090528787,6.125003893718083
17.099221809501422,5.940863208234924
17.172544479713903,5.953446982014287
17.034496966890643,6.1494880047136435
17.05190182153341,6.069023586535998
17.02218422578811,6.324188402521661
17.152348681848537,6.246086236660888
16.72785506851176,5.747544080891157
16.85008287723128,6.215081115906838
16.549802414318844,6.118772342637614
16.892088982555187,5.902042697424533
17.18129819366802,5.698122941768126
16.860240856873258,6.169427713781999
16.868037091532265,5.845234859304338
17.12499083118278,5.729489112320781
17.164959611117318,5.7702691208453745
17.389843707319198,6.1694805127899075
17.27105248564254,5.911242846051203
17.032975048723095,5.73318264792316
17.417587079493412,6.133799380778435
17.12759372671393,6.060717055593904
17.080889119266658,5.9501988978366915
8.072236578713628,12.910717438906588
7.715660857201961,12.777202684555958
7.982574445042539,13.056223193906266
7.937601825381576,13.13813083232729
7.930309832544703,13.005423136126886
8.040593869270865,13.134537806733759
8.205298212462651,12.930821495209173
8.115762836474746,12.819187445780933
8.215806363756323,12.958188859430242
8.274482154087995,13.113082756829744
7.95950771560738,12.819686957458156
7.992405025415932,13.609993860255326
7.9645838959542035,12.637488333856874
7.737078370078131,13.054017368454035
7.902475743701119,12.826322094214243
7.939083247763456,13.188353475107093
7.9128193960934174,13.216865755874993
8.12089802103134,13.030487745550866
8.121721594357096,12.792737548845698
8.178548012413177,13.075432517404012
8.044571006482956,13.15475789318137
7.804402361085167,12.988726714169674
8.058998490374957,12.928894839395758
7.7912281597706965,13.097486394920077
7.941932791815736,13.235022764192912
8.056180348619488,13.354549525496093
7.851166207495606,13.203698490851744
7.948200758216711,12.81221821488547
8.310585895988362,12.951942823175681
7.847693975781134,13.310768141288047
8.124104717432315,12.987056082324196
7.876989645043018,13.243475840348383
8.72834088138529,13.149053704856668
8.097186988021338,12.977359897800445
8.079020688239183,13.138597837996652
8.02459628709434,13.271157872086349
7.799241006400849,13.051020382976835
8.115237942219673,12.801462438264053
7.652414444037786,12.841188168321581
7.91742550402584,13.523819691043364
